composer,filename,work,fold
mozart,Piano_Sonata_n10_K330.mid,piano_sonata_n10_k330,1
mozart,Piano_Sonata_n12_K332.mid,piano_sonata_n12_k332,3
mozart,Piano_Sonata_n13_K333.mid,piano_sonata_n13_k333,3
mozart,Piano_Sonata_n15_K593-494.mid,piano_sonata_n15_k593-494,1
mozart,Piano_Sonata_n16_K545.mid,piano_sonata_n16_k545,0
mozart,Piano_Sonata_n17_K547a.mid,piano_sonata_n17_k547a,2
mozart,Piano_Sonata_n18_K570.mid,piano_sonata_n18_k570,1
mozart,Piano_Sonata_n19_K576.mid,piano_sonata_n19_k576,2
mozart,Rondo_in_C.mid,rondo_in_c,3
mozart,Sonatina_n21_3mov.mid,sonatina_n21,0
mozart,Sonatina_n3_1mov.mid,sonatina_n3,4
mozart,Sonatina_n3_2mov.mid,sonatina_n3,4
mozart,Sonatina_n3_3mov.mid,sonatina_n3,4
mozart,Symphony_n22_K162_1mov.mid,symphony_n22_k162,4
mozart,Symphony_n22_K162_3mov.mid,symphony_n22_k162,4
mozart,Symphony_n25_K183_1mov.mid,symphony_n25_k183,4
mozart,Symphony_n25_K183_2mov.mid,symphony_n25_k183,4
mozart,Symphony_n25_K183_3mov.mid,symphony_n25_k183,4
mozart,Symphony_n25_K183_4mov.mid,symphony_n25_k183,4
mozart,Symphony_n28_K200_1mov.mid,symphony_n28_k200,0
mozart,Symphony_n28_K200_2mov.mid,symphony_n28_k200,0
mozart,Symphony_n28_K200_3mov.mid,symphony_n28_k200,0
mozart,Symphony_n28_K200_4mov.mid,symphony_n28_k200,0
mozart,Symphony_n29_K201_1mov.mid,symphony_n29_k201,3
mozart,Symphony_n29_K201_2mov.mid,symphony_n29_k201,3
mozart,Symphony_n29_K201_4mov.mid,symphony_n29_k201,3
mozart,Symphony_n30_K202_1mov.mid,symphony_n30_k202,0
mozart,Symphony_n30_K202_2mov.mid,symphony_n30_k202,0
mozart,Symphony_n30_K202_3mov.mid,symphony_n30_k202,0
mozart,Symphony_n30_K202_4mov.mid,symphony_n30_k202,0
mozart,Symphony_n31_K297_1mov_Paris.mid,symphony_n31_k297_1mov_paris,3
mozart,Symphony_n31_K297_2mov_Paris.mid,symphony_n31_k297_2mov_paris,0
mozart,Symphony_n31_K297_3mov_Paris.mid,symphony_n31_k297_3mov_paris,3
mozart,Symphony_n33_K319_1mov.mid,symphony_n33_k319,1
mozart,Symphony_n33_K319_2mov.mid,symphony_n33_k319,1
mozart,Symphony_n33_K319_3mov.mid,symphony_n33_k319,1
mozart,Symphony_n33_K319_4mov.mid,symphony_n33_k319,1
mozart,Symphony_n34_K338_1mov.mid,symphony_n34_k338,1
mozart,Symphony_n34_K338_2mov.mid,symphony_n34_k338,1
mozart,Symphony_n34_K338_3mov.mid,symphony_n34_k338,1
mozart,Symphony_n35_K385_1mov_Haffner.mid,symphony_n35_k385_1mov_haffner,4
mozart,Symphony_n35_K385_3mov_Haffner.mid,symphony_n35_k385_3mov_haffner,0
mozart,Symphony_n35_K385_4mov_Haffner.mid,symphony_n35_k385_4mov_haffner,4
mozart,Symphony_n36_K425_1mov_Linz.mid,symphony_n36_k425_1mov_linz,1
mozart,Symphony_n36_K425_2mov_Linz.mid,symphony_n36_k425_2mov_linz,4
mozart,Symphony_n36_K425_3mov_Linz.mid,symphony_n36_k425_3mov_linz,2
mozart,Symphony_n36_K425_4mov_Linz.mid,symphony_n36_k425_4mov_linz,2
mozart,Symphony_n37_K444_1mov.mid,symphony_n37_k444,2
mozart,Symphony_n38_K504_1mov_Prague.mid,symphony_n38_k504_1mov_prague,1
mozart,Symphony_n38_K504_2mov_Prague.mid,symphony_n38_k504_2mov_prague,1
mozart,Symphony_n38_K504_3mov_Prague.mid,symphony_n38_k504_3mov_prague,0
mozart,Symphony_n39_K543_1mov.mid,symphony_n39_k543,4
mozart,Symphony_n39_K543_2mov.mid,symphony_n39_k543,4
mozart,Symphony_n39_K543_3mov.mid,symphony_n39_k543,4
mozart,Symphony_n39_K543_4mov.mid,symphony_n39_k543,4
mozart,Symphony_n4_K019_1mov.mid,symphony_n4_k019,4
mozart,Symphony_n4_K19_3mov.mid,symphony_n4_k19,4
mozart,Symphony_n40_K550_1mov.mid,symphony_n40_k550,1
mozart,Symphony_n40_K550_2mov.mid,symphony_n40_k550,1
mozart,Symphony_n40_K550_3mov.mid,symphony_n40_k550,1
mozart,Symphony_n40_K550_4mov.mid,symphony_n40_k550,1
mozart,Symphony_n41_K551_1mov_Jupiter.mid,symphony_n41_k551_1mov_jupiter,3
mozart,Symphony_n41_K551_2mov_Jupiter.mid,symphony_n41_k551_2mov_jupiter,2
mozart,Symphony_n41_K551_3mov_Jupiter.mid,symphony_n41_k551_3mov_jupiter,1
mozart,Symphony_n41_K551_4mov_Jupiter.mid,symphony_n41_k551_4mov_jupiter,0
mozart,Symphony_n5_K022.mid,symphony_n5_k022,0
mozart,Early_Pieces_n1_Andante.mid,early_pieces_n1_andante,2
mozart,Early_Pieces_n12_Rondino.mid,early_pieces_n12_rondino,1
mozart,Early_Pieces_n13_Prelude.mid,early_pieces_n13_prelude,0
mozart,Early_Pieces_n14_Rondo.mid,early_pieces_n14_rondo,1
mozart,Early_Pieces_n16_Minuet.mid,early_pieces_n16_minuet,0
mozart,Early_Pieces_n17_Siciliano.mid,early_pieces_n17_siciliano,1
mozart,Early_Pieces_n18_Little_Song.mid,early_pieces_n18_little_song,3
mozart,Early_Pieces_n19_Giga.mid,early_pieces_n19_giga,2
mozart,Early_Pieces_n2_Minuet.mid,early_pieces_n2_minuet,2
mozart,Early_Pieces_n20_Presto.mid,early_pieces_n20_presto,3
mozart,Early_Pieces_n3_Little_march.mid,early_pieces_n3_little_march,1
mozart,Early_Pieces_n4_Minuet.mid,early_pieces_n4_minuet,1
mozart,Early_Pieces_n5_Country_Dance.mid,early_pieces_n5_country_dance,4
mozart,Early_Pieces_n6_Llittle_minuet.mid,early_pieces_n6_llittle_minuet,3
mozart,Early_Pieces_n7_Country_dance.mid,early_pieces_n7_country_dance,0
mozart,Vesperae_solemnes_de_confessore_Vespers_K339_1_Dixit_Dominus.mid,vesperae_solemnes_de_confessore_vespers_k339_1_dixit_dominus,2
