composer,filename,npz_path,seq_len
bach,Bwv1065_Four_Harpsichords_Concerto.mid,processed\lstm\bach\Bwv1065_Four_Harpsichords_Concerto.npz,16877
bach,Jesu_Joy_of_Man_Desiring.mid,processed\lstm\bach\Jesu_Joy_of_Man_Desiring.npz,2693
bach,Minuet_in_G.mid,processed\lstm\bach\Minuet_in_G.npz,207
bach,Piano_version_of_Bachs_two_part_inventions_No.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No.npz,902
bach,Piano_version_of_Bachs_two_part_inventions_No1.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No1.npz,742
bach,Piano_version_of_Bachs_two_part_inventions_No10.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No10.npz,999
bach,Piano_version_of_Bachs_two_part_inventions_No11.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No11.npz,860
bach,Piano_version_of_Bachs_two_part_inventions_No12.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No12.npz,1238
bach,Piano_version_of_Bachs_two_part_inventions_No13.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No13.npz,754
bach,Piano_version_of_Bachs_two_part_inventions_No14.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No14.npz,979
bach,Piano_version_of_Bachs_two_part_inventions_No15.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No15.npz,708
bach,Piano_version_of_Bachs_two_part_inventions_No2.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No2.npz,993
bach,Piano_version_of_Bachs_two_part_inventions_No3.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No3.npz,902
bach,Piano_version_of_Bachs_two_part_inventions_No4.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No4.npz,814
bach,Piano_version_of_Bachs_two_part_inventions_No5.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No5.npz,1097
bach,Piano_version_of_Bachs_two_part_inventions_No6.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No6.npz,1876
bach,Piano_version_of_Bachs_two_part_inventions_No7.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No7.npz,902
bach,Piano_version_of_Bachs_two_part_inventions_No8.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No8.npz,848
bach,Piano_version_of_Bachs_two_part_inventions_No9.mid,processed\lstm\bach\Piano_version_of_Bachs_two_part_inventions_No9.npz,862
bach,Prelude_and_Fugue_in_A_BWV_888.mid,processed\lstm\bach\Prelude_and_Fugue_in_A_BWV_888.npz,1439
bach,Prelude_and_Fugue_in_C_Sharp_BWV_872.mid,processed\lstm\bach\Prelude_and_Fugue_in_C_Sharp_BWV_872.npz,1623
bach,Prelude_and_Fugue_in_D.mid,processed\lstm\bach\Prelude_and_Fugue_in_D.npz,1539
bach,Prelude_from_Sonata_n6.mid,processed\lstm\bach\Prelude_from_Sonata_n6.npz,9433
bach,Tocatto_No1_in_F_Sharp_Minor_BWV_910.mid,processed\lstm\bach\Tocatto_No1_in_F_Sharp_Minor_BWV_910.npz,4167
bach,Toccata_and_Fugue_in_D_minor_BWV_565_Busoni_Piano_Arr.mid,processed\lstm\bach\Toccata_and_Fugue_in_D_minor_BWV_565_Busoni_Piano_Arr.npz,6112
beethoven,32_Variations_on_a_theme.mid,processed\lstm\beethoven\32_Variations_on_a_theme.npz,7318
beethoven,Andante_in_F_Major.mid,processed\lstm\beethoven\Andante_in_F_Major.npz,4323
beethoven,Anh06_Rondo.mid,processed\lstm\beethoven\Anh06_Rondo.npz,4438
beethoven,Anh08Nb1_Gavotte_4_hands.mid,processed\lstm\beethoven\Anh08Nb1_Gavotte_4_hands.npz,1571
beethoven,Bagatella_Fur_Elise.mid,processed\lstm\beethoven\Bagatella_Fur_Elise.npz,950
beethoven,Bagatella_op33_n1.mid,processed\lstm\beethoven\Bagatella_op33_n1.npz,1663
beethoven,Bagatella_op33_n2.mid,processed\lstm\beethoven\Bagatella_op33_n2.npz,1869
beethoven,Bagatella_op33_n3.mid,processed\lstm\beethoven\Bagatella_op33_n3.npz,1019
beethoven,Bagatella_op33_n4.mid,processed\lstm\beethoven\Bagatella_op33_n4.npz,1074
beethoven,Bagatella_op33_n5.mid,processed\lstm\beethoven\Bagatella_op33_n5.npz,2393
beethoven,Bagatella_op33_n6.mid,processed\lstm\beethoven\Bagatella_op33_n6.npz,1017
beethoven,83.mid,processed\lstm\beethoven\83.npz,8119
beethoven,Sonata_No_17_in_D_minor_op_31_No_2__Tempest.mid,processed\lstm\beethoven\Sonata_No_17_in_D_minor_op_31_No_2__Tempest.npz,9982
beethoven,Fur_Elise.mid,processed\lstm\beethoven\Fur_Elise.npz,2102
beethoven,Hess057_Bagatella.mid,processed\lstm\beethoven\Hess057_Bagatella.npz,408
beethoven,Hess059_Exercizio_Per_Pianoforte.mid,processed\lstm\beethoven\Hess059_Exercizio_Per_Pianoforte.npz,461
beethoven,Hess061_Anglaise.mid,processed\lstm\beethoven\Hess061_Anglaise.npz,357
beethoven,Hess063_keyb_Kaplied.mid,processed\lstm\beethoven\Hess063_keyb_Kaplied.npz,141
beethoven,Hess073_Bagatella.mid,processed\lstm\beethoven\Hess073_Bagatella.npz,176
beethoven,Hess074_Bagatella.mid,processed\lstm\beethoven\Hess074_Bagatella.npz,534
beethoven,HessA21_Bagatella.mid,processed\lstm\beethoven\HessA21_Bagatella.npz,393
beethoven,Lieder_op46_Adelaide.mid,processed\lstm\beethoven\Lieder_op46_Adelaide.npz,3725
beethoven,Lieder_op48_n1_Bitten.mid,processed\lstm\beethoven\Lieder_op48_n1_Bitten.npz,489
beethoven,Lieder_op48_n2_Die_Liebe_Des_Nachsten.mid,processed\lstm\beethoven\Lieder_op48_n2_Die_Liebe_Des_Nachsten.npz,310
beethoven,Lieder_op48_n3_Vom_Tode.mid,processed\lstm\beethoven\Lieder_op48_n3_Vom_Tode.npz,409
beethoven,Lieder_op48_n4_Die_Ehre_Gottes_Aus_Der_Natur.mid,processed\lstm\beethoven\Lieder_op48_n4_Die_Ehre_Gottes_Aus_Der_Natur.npz,708
beethoven,Lieder_op48_n5_Gottes_Macht_Und_Vorsehung.mid,processed\lstm\beethoven\Lieder_op48_n5_Gottes_Macht_Und_Vorsehung.npz,196
beethoven,Lieder_op48_n6_Busslied.mid,processed\lstm\beethoven\Lieder_op48_n6_Busslied.npz,1977
beethoven,Lieder_op82_n1_Dimmi_Den_Mio_Che_Mi_Ami.mid,processed\lstm\beethoven\Lieder_op82_n1_Dimmi_Den_Mio_Che_Mi_Ami.npz,1202
beethoven,Lieder_op99_Der_Mann_Von_Wort.mid,processed\lstm\beethoven\Lieder_op99_Der_Mann_Von_Wort.npz,817
beethoven,March_No3.mid,processed\lstm\beethoven\March_No3.npz,10415
beethoven,Minuetto.mid,processed\lstm\beethoven\Minuetto.npz,352
beethoven,Op51.mid,processed\lstm\beethoven\Op51.npz,2702
beethoven,op051_3_Rondos.mid,processed\lstm\beethoven\op051_3_Rondos.npz,6664
beethoven,op077_Fantaisie.mid,processed\lstm\beethoven\op077_Fantaisie.npz,4879
beethoven,op089_Polonaise.mid,processed\lstm\beethoven\op089_Polonaise.npz,4458
beethoven,op119_Douze_Bagatellas.mid,processed\lstm\beethoven\op119_Douze_Bagatellas.npz,5757
beethoven,op126_Six_Bagatellas.mid,processed\lstm\beethoven\op126_Six_Bagatellas.npz,6010
beethoven,Op33_No4.mid,processed\lstm\beethoven\Op33_No4.npz,1060
beethoven,Opus045_Three_Grandes_Marches.mid,processed\lstm\beethoven\Opus045_Three_Grandes_Marches.npz,10495
beethoven,Overture_Corolian_op62.mid,processed\lstm\beethoven\Overture_Corolian_op62.npz,10556
beethoven,Overture_Creatures_Of_Prometeus_op43.mid,processed\lstm\beethoven\Overture_Creatures_Of_Prometeus_op43.npz,9603
beethoven,Overture_Egmont.mid,processed\lstm\beethoven\Overture_Egmont.npz,12755
beethoven,Overture_Fidelio_op72b.mid,processed\lstm\beethoven\Overture_Fidelio_op72b.npz,13251
beethoven,Overture_Inauguration_of_the_House_op214.mid,processed\lstm\beethoven\Overture_Inauguration_of_the_House_op214.npz,25315
beethoven,Overture_King_Stephen.mid,processed\lstm\beethoven\Overture_King_Stephen.npz,17601
beethoven,Overture_Leonore_n2_op72.mid,processed\lstm\beethoven\Overture_Leonore_n2_op72.npz,20394
beethoven,Overture_Leonore_n3_op72.mid,processed\lstm\beethoven\Overture_Leonore_n3_op72.npz,21885
beethoven,Overture_Leonore_op138_n1.mid,processed\lstm\beethoven\Overture_Leonore_op138_n1.npz,12965
beethoven,13.mid,processed\lstm\beethoven\13.npz,36637
beethoven,137.mid,processed\lstm\beethoven\137.npz,7280
beethoven,Piano_Concerto_n1_op15_1mov.mid,processed\lstm\beethoven\Piano_Concerto_n1_op15_1mov.npz,16895
beethoven,Piano_Concerto_n1_op15_2mov.mid,processed\lstm\beethoven\Piano_Concerto_n1_op15_2mov.npz,5692
beethoven,Piano_Concerto_n1_op15_3mov.mid,processed\lstm\beethoven\Piano_Concerto_n1_op15_3mov.npz,15118
beethoven,Piano_Concerto_n2_op19_1mov.mid,processed\lstm\beethoven\Piano_Concerto_n2_op19_1mov.npz,14150
beethoven,Piano_Concerto_n2_op19_2mov.mid,processed\lstm\beethoven\Piano_Concerto_n2_op19_2mov.npz,3987
beethoven,Piano_Concerto_n2_op19_3mov.mid,processed\lstm\beethoven\Piano_Concerto_n2_op19_3mov.npz,8240
beethoven,Piano_Concerto_n3_op37_1mov.mid,processed\lstm\beethoven\Piano_Concerto_n3_op37_1mov.npz,18917
beethoven,Piano_Concerto_n3_op37_2mov.mid,processed\lstm\beethoven\Piano_Concerto_n3_op37_2mov.npz,3818
beethoven,Piano_Concerto_n3_op37_3mov.mid,processed\lstm\beethoven\Piano_Concerto_n3_op37_3mov.npz,14520
beethoven,Piano_Concerto_n4_op58_1mov.mid,processed\lstm\beethoven\Piano_Concerto_n4_op58_1mov.npz,19125
beethoven,Piano_Concerto_n4_op58_2mov.mid,processed\lstm\beethoven\Piano_Concerto_n4_op58_2mov.npz,1678
beethoven,Piano_Concerto_n4_op58_3mov.mid,processed\lstm\beethoven\Piano_Concerto_n4_op58_3mov.npz,13073
beethoven,Piano_Concerto_n5_op73_1mov_Emperor.mid,processed\lstm\beethoven\Piano_Concerto_n5_op73_1mov_Emperor.npz,29540
beethoven,Piano_Concerto_n5_op73_2-3mov_Emperor.mid,processed\lstm\beethoven\Piano_Concerto_n5_op73_2-3mov_Emperor.npz,20530
beethoven,Piano_Concerto_No5Mov1.mid,processed\lstm\beethoven\Piano_Concerto_No5Mov1.npz,26014
beethoven,Piano_Concerto_No5Mov3.mid,processed\lstm\beethoven\Piano_Concerto_No5Mov3.npz,16539
beethoven,Piano_Romance__No50.mid,processed\lstm\beethoven\Piano_Romance__No50.npz,3525
beethoven,Piano_Sonata_No_28_in_B_flat_-Hammerklavier-_Op106_2nd_Mov_Scherzo.mid,processed\lstm\beethoven\Piano_Sonata_No_28_in_B_flat_-Hammerklavier-_Op106_2nd_Mov_Scherzo.npz,1888
beethoven,136.mid,processed\lstm\beethoven\136.npz,8437
beethoven,134.mid,processed\lstm\beethoven\134.npz,7220
beethoven,Piano_Sonata_No27__3rd_mov.mid,processed\lstm\beethoven\Piano_Sonata_No27__3rd_mov.npz,6517
beethoven,Piano_Sonata_No27.mid,processed\lstm\beethoven\Piano_Sonata_No27.npz,1443
beethoven,Piano_Sonata_No2_Assai_vivace.mid,processed\lstm\beethoven\Piano_Sonata_No2_Assai_vivace.npz,1888
beethoven,Piano_Sonata_n01.mid,processed\lstm\beethoven\Piano_Sonata_n01.npz,7332
beethoven,Piano_Sonata_n02.mid,processed\lstm\beethoven\Piano_Sonata_n02.npz,9340
beethoven,Piano_Sonata_n03.mid,processed\lstm\beethoven\Piano_Sonata_n03.npz,11915
beethoven,Piano_Sonata_n04.mid,processed\lstm\beethoven\Piano_Sonata_n04.npz,12248
beethoven,Piano_Sonata_n05.mid,processed\lstm\beethoven\Piano_Sonata_n05.npz,7229
beethoven,Piano_Sonata_n06.mid,processed\lstm\beethoven\Piano_Sonata_n06.npz,7171
beethoven,Piano_Sonata_n07.mid,processed\lstm\beethoven\Piano_Sonata_n07.npz,9201
beethoven,Piano_Sonata_n08_op13_1mov_Pathetique.mid,processed\lstm\beethoven\Piano_Sonata_n08_op13_1mov_Pathetique.npz,5890
beethoven,Piano_Sonata_n08_op13_2mov_Pathetique.mid,processed\lstm\beethoven\Piano_Sonata_n08_op13_2mov_Pathetique.npz,1637
beethoven,Piano_Sonata_n08_op13_3mov_Pathetique.mid,processed\lstm\beethoven\Piano_Sonata_n08_op13_3mov_Pathetique.npz,2391
beethoven,Piano_Sonata_n09.mid,processed\lstm\beethoven\Piano_Sonata_n09.npz,5706
beethoven,Piano_Sonata_n10_1mov.mid,processed\lstm\beethoven\Piano_Sonata_n10_1mov.npz,3395
beethoven,Piano_Sonata_n10_2mov.mid,processed\lstm\beethoven\Piano_Sonata_n10_2mov.npz,2049
beethoven,Piano_Sonata_n10.mid,processed\lstm\beethoven\Piano_Sonata_n10.npz,7428
beethoven,Piano_Sonata_n11.mid,processed\lstm\beethoven\Piano_Sonata_n11.npz,12752
beethoven,Piano_Sonata_n12_op26.mid,processed\lstm\beethoven\Piano_Sonata_n12_op26.npz,9053
beethoven,Piano_Sonata_n13.mid,processed\lstm\beethoven\Piano_Sonata_n13.npz,8347
beethoven,Piano_Sonata_n14_op27__Moonlight.mid,processed\lstm\beethoven\Piano_Sonata_n14_op27__Moonlight.npz,8613
beethoven,Piano_Sonata_n14_op27_1mov_Moonlight.mid,processed\lstm\beethoven\Piano_Sonata_n14_op27_1mov_Moonlight.npz,1144
beethoven,Piano_Sonata_n14_op27_2mov_Moonlight.mid,processed\lstm\beethoven\Piano_Sonata_n14_op27_2mov_Moonlight.npz,895
beethoven,Piano_Sonata_n14_op27_3mov_Moonlight.mid,processed\lstm\beethoven\Piano_Sonata_n14_op27_3mov_Moonlight.npz,6532
beethoven,Piano_Sonata_n15_Pastoral.mid,processed\lstm\beethoven\Piano_Sonata_n15_Pastoral.npz,11581
beethoven,Piano_Sonata_n15_2mov_Pastoral.mid,processed\lstm\beethoven\Piano_Sonata_n15_2mov_Pastoral.npz,2390
beethoven,Piano_Sonata_n15_3mov_Pastoral.mid,processed\lstm\beethoven\Piano_Sonata_n15_3mov_Pastoral.npz,1212
beethoven,Piano_Sonata_n16.mid,processed\lstm\beethoven\Piano_Sonata_n16.npz,12239
beethoven,Piano_Sonata_n17_Tempestat.mid,processed\lstm\beethoven\Piano_Sonata_n17_Tempestat.npz,7905
beethoven,Piano_Sonata_n18_The_Hunt.mid,processed\lstm\beethoven\Piano_Sonata_n18_The_Hunt.npz,8972
beethoven,Piano_Sonata_n19.mid,processed\lstm\beethoven\Piano_Sonata_n19.npz,3362
beethoven,Piano_Sonata_n20.mid,processed\lstm\beethoven\Piano_Sonata_n20.npz,2937
beethoven,Piano_Sonata_n21_1mov_Waldstein.mid,processed\lstm\beethoven\Piano_Sonata_n21_1mov_Waldstein.npz,8573
beethoven,Piano_Sonata_n21_2mov_Waldstein.mid,processed\lstm\beethoven\Piano_Sonata_n21_2mov_Waldstein.npz,493
beethoven,Piano_Sonata_n21_3mov_Waldstein.mid,processed\lstm\beethoven\Piano_Sonata_n21_3mov_Waldstein.npz,7359
beethoven,Piano_Sonata_n22.mid,processed\lstm\beethoven\Piano_Sonata_n22.npz,5802
beethoven,Piano_Sonata_n23_op57_1mov_Apassionata.mid,processed\lstm\beethoven\Piano_Sonata_n23_op57_1mov_Apassionata.npz,6377
beethoven,Piano_Sonata_n23_op57_2mov_Apassionata.mid,processed\lstm\beethoven\Piano_Sonata_n23_op57_2mov_Apassionata.npz,1981
beethoven,Piano_Sonata_n23_op57_3mov_Apassionata.mid,processed\lstm\beethoven\Piano_Sonata_n23_op57_3mov_Apassionata.npz,7223
beethoven,Piano_Sonata_n24.mid,processed\lstm\beethoven\Piano_Sonata_n24.npz,4619
beethoven,Piano_Sonata_n25.mid,processed\lstm\beethoven\Piano_Sonata_n25.npz,4260
beethoven,Piano_sonata_n26_Les_Adieux.mid,processed\lstm\beethoven\Piano_sonata_n26_Les_Adieux.npz,7416
beethoven,Piano_Sonata_n27.mid,processed\lstm\beethoven\Piano_Sonata_n27.npz,6643
beethoven,Piano_Sonata_n28.mid,processed\lstm\beethoven\Piano_Sonata_n28.npz,8467
beethoven,Piano_Sonata_n29_Op106_Hammerklavier.mid,processed\lstm\beethoven\Piano_Sonata_n29_Op106_Hammerklavier.npz,24208
beethoven,Piano_Sonata_n30.mid,processed\lstm\beethoven\Piano_Sonata_n30.npz,8713
beethoven,Piano_Sonata_n31_op110.mid,processed\lstm\beethoven\Piano_Sonata_n31_op110.npz,8075
beethoven,Piano_sonata_n32_op111.mid,processed\lstm\beethoven\Piano_sonata_n32_op111.npz,13470
beethoven,Piano_Sonatina_in_G_Op79.mid,processed\lstm\beethoven\Piano_Sonatina_in_G_Op79.npz,5930
beethoven,Piano_Sonatina_No2_Op_49.mid,processed\lstm\beethoven\Piano_Sonatina_No2_Op_49.npz,3422
beethoven,Preludes_2_Through_Major_keys_39.mid,processed\lstm\beethoven\Preludes_2_Through_Major_keys_39.npz,2546
beethoven,Rage_over_a_lost_pennny.mid,processed\lstm\beethoven\Rage_over_a_lost_pennny.npz,5595
beethoven,Romance_piano.mid,processed\lstm\beethoven\Romance_piano.npz,3525
beethoven,Rondo_in_B_flat.mid,processed\lstm\beethoven\Rondo_in_B_flat.npz,4393
beethoven,Rondo_Opus51_No1.mid,processed\lstm\beethoven\Rondo_Opus51_No1.npz,2689
beethoven,Rondo_Opus51_No2.mid,processed\lstm\beethoven\Rondo_Opus51_No2.npz,3991
beethoven,Sechs_Variationen.mid,processed\lstm\beethoven\Sechs_Variationen.npz,2479
beethoven,Seven_Inversions_of_God_Save_the_King.mid,processed\lstm\beethoven\Seven_Inversions_of_God_Save_the_King.npz,3774
beethoven,Sieben_Bagatellen_C_Major_Opus33_No2.mid,processed\lstm\beethoven\Sieben_Bagatellen_C_Major_Opus33_No2.npz,1869
beethoven,Sieben_Bagatellen_in_A_Major_Opus33_No4.mid,processed\lstm\beethoven\Sieben_Bagatellen_in_A_Major_Opus33_No4.npz,1074
beethoven,Sieben_Bagatellen_in_C_Major_Opus33_No5.mid,processed\lstm\beethoven\Sieben_Bagatellen_in_C_Major_Opus33_No5.npz,2393
beethoven,Sieben_Bagatellen_in_D_Major_Opus33_No6.mid,processed\lstm\beethoven\Sieben_Bagatellen_in_D_Major_Opus33_No6.npz,1017
beethoven,Sieben_Bagatellen_in_E_flat_Major_Opus33_No1.mid,processed\lstm\beethoven\Sieben_Bagatellen_in_E_flat_Major_Opus33_No1.npz,1663
beethoven,Sieben_Bagatellen_in_F_Major_Opus33_No3.mid,processed\lstm\beethoven\Sieben_Bagatellen_in_F_Major_Opus33_No3.npz,1019
beethoven,Sketch_for_Piano_Alla_Marcia.mid,processed\lstm\beethoven\Sketch_for_Piano_Alla_Marcia.npz,252
beethoven,Sketch_for_Piano_Allegretto.mid,processed\lstm\beethoven\Sketch_for_Piano_Allegretto.npz,350
beethoven,Sketch_for_Piano_Allegro_Giocoso.mid,processed\lstm\beethoven\Sketch_for_Piano_Allegro_Giocoso.npz,133
beethoven,Sketch_for_Piano_Allegro.mid,processed\lstm\beethoven\Sketch_for_Piano_Allegro.npz,214
beethoven,Sketch_for_Piano_Presto.mid,processed\lstm\beethoven\Sketch_for_Piano_Presto.npz,690
beethoven,Sonata_for_Piano__Cello_n2_op05.mid,processed\lstm\beethoven\Sonata_for_Piano__Cello_n2_op05.npz,7280
beethoven,Sonata_in_Bflat_Major_Op106.mid,processed\lstm\beethoven\Sonata_in_Bflat_Major_Op106.npz,1888
beethoven,122.mid,processed\lstm\beethoven\122.npz,6311
beethoven,Sonata_No14_Op_27_Moonlight_Sonata.mid,processed\lstm\beethoven\Sonata_No14_Op_27_Moonlight_Sonata.npz,1145
beethoven,Sonata_No14_Op_27_Sonata_Quasi_Una_Fantasia.mid,processed\lstm\beethoven\Sonata_No14_Op_27_Sonata_Quasi_Una_Fantasia.npz,894
beethoven,Sonata_op78_1st_mov.mid,processed\lstm\beethoven\Sonata_op78_1st_mov.npz,3362
beethoven,Sonata_Opus81a_-Les_Adieux-_E_flat_No1.mid,processed\lstm\beethoven\Sonata_Opus81a_-Les_Adieux-_E_flat_No1.npz,3319
beethoven,Sonata_Opus81a_-Les_Adieux-_E_flat_No2__3.mid,processed\lstm\beethoven\Sonata_Opus81a_-Les_Adieux-_E_flat_No2__3.npz,6228
beethoven,Sonata_Presto.mid,processed\lstm\beethoven\Sonata_Presto.npz,3422
beethoven,Sonata_Opus111_C_minor_No1.mid,processed\lstm\beethoven\Sonata_Opus111_C_minor_No1.npz,5477
beethoven,Sonata_Opus111_C_minor_No2.mid,processed\lstm\beethoven\Sonata_Opus111_C_minor_No2.npz,8036
beethoven,Sonatina_Fa_maj_woo.mid,processed\lstm\beethoven\Sonatina_Fa_maj_woo.npz,2387
beethoven,Sonatina_In_C.mid,processed\lstm\beethoven\Sonatina_In_C.npz,2854
beethoven,Sonatina_n1_op05.mid,processed\lstm\beethoven\Sonatina_n1_op05.npz,1164
beethoven,Sonatina_op33_4mov.mid,processed\lstm\beethoven\Sonatina_op33_4mov.npz,1060
beethoven,Sonatina_WoO050.mid,processed\lstm\beethoven\Sonatina_WoO050.npz,1845
beethoven,String_Quartet_n1_op18_1mov.mid,processed\lstm\beethoven\String_Quartet_n1_op18_1mov.npz,6101
beethoven,String_Quartet_n1_op18_2mov.mid,processed\lstm\beethoven\String_Quartet_n1_op18_2mov.npz,3220
beethoven,String_Quartet_n1_op18_3mov.mid,processed\lstm\beethoven\String_Quartet_n1_op18_3mov.npz,3190
beethoven,String_Quartet_n1_op18_4mov.mid,processed\lstm\beethoven\String_Quartet_n1_op18_4mov.npz,5386
beethoven,String_Quartet_n16_op135_1mov.mid,processed\lstm\beethoven\String_Quartet_n16_op135_1mov.npz,3369
beethoven,String_Quartet_n16_op135_2mov.mid,processed\lstm\beethoven\String_Quartet_n16_op135_2mov.npz,3927
beethoven,String_Quartet_n16_op135_3mov.mid,processed\lstm\beethoven\String_Quartet_n16_op135_3mov.npz,1063
beethoven,String_Quartet_n16_op135_4mov.mid,processed\lstm\beethoven\String_Quartet_n16_op135_4mov.npz,6258
beethoven,String_Quartet_n2_op18_n2_1mov.mid,processed\lstm\beethoven\String_Quartet_n2_op18_n2_1mov.npz,4208
beethoven,String_Quartet_n2_op18_n2_2mov.mid,processed\lstm\beethoven\String_Quartet_n2_op18_n2_2mov.npz,2243
beethoven,String_Quartet_n2_op18_n2_3mov.mid,processed\lstm\beethoven\String_Quartet_n2_op18_n2_3mov.npz,3012
beethoven,String_Quartet_n2_op18_n2_4mov.mid,processed\lstm\beethoven\String_Quartet_n2_op18_n2_4mov.npz,4146
beethoven,Symphony_n1_1mov.mid,processed\lstm\beethoven\Symphony_n1_1mov.npz,16262
beethoven,Symphony_n1_2mov.mid,processed\lstm\beethoven\Symphony_n1_2mov.npz,7471
beethoven,Symphony_n1_3mov.mid,processed\lstm\beethoven\Symphony_n1_3mov.npz,6915
beethoven,Symphony_n1_4mov.mid,processed\lstm\beethoven\Symphony_n1_4mov.npz,11008
beethoven,Symphony_n2_op36_1mov.mid,processed\lstm\beethoven\Symphony_n2_op36_1mov.npz,24374
beethoven,Symphony_n2_op36_2mov.mid,processed\lstm\beethoven\Symphony_n2_op36_2mov.npz,8754
beethoven,Symphony_n2_op36_3mov.mid,processed\lstm\beethoven\Symphony_n2_op36_3mov.npz,5610
beethoven,Symphony_n2_op36_4mov.mid,processed\lstm\beethoven\Symphony_n2_op36_4mov.npz,14130
beethoven,Symphony_n3_1mov_Eroica.mid,processed\lstm\beethoven\Symphony_n3_1mov_Eroica.npz,30730
beethoven,Symphony_n3_2mov_Eroica.mid,processed\lstm\beethoven\Symphony_n3_2mov_Eroica.npz,9863
beethoven,Symphony_n3_3mov_Eroica.mid,processed\lstm\beethoven\Symphony_n3_3mov_Eroica.npz,11873
beethoven,Symphony_n3_4mov_Eroica.mid,processed\lstm\beethoven\Symphony_n3_4mov_Eroica.npz,17326
beethoven,Symphony_n4_1mov.mid,processed\lstm\beethoven\Symphony_n4_1mov.npz,17243
beethoven,Symphony_n4_2mov.mid,processed\lstm\beethoven\Symphony_n4_2mov.npz,6611
beethoven,Symphony_n4_3mov.mid,processed\lstm\beethoven\Symphony_n4_3mov.npz,8843
beethoven,Symphony_n4_4mov.mid,processed\lstm\beethoven\Symphony_n4_4mov.npz,14658
beethoven,Symphony_n5_op67_1mov.mid,processed\lstm\beethoven\Symphony_n5_op67_1mov.npz,9305
beethoven,Symphony_n5_op67_3-4mov.mid,processed\lstm\beethoven\Symphony_n5_op67_3-4mov.npz,33835
beethoven,Symphony_n7_1mov.mid,processed\lstm\beethoven\Symphony_n7_1mov.npz,25182
beethoven,Symphony_n7_2mov.mid,processed\lstm\beethoven\Symphony_n7_2mov.npz,6059
beethoven,Symphony_n7_3mov.mid,processed\lstm\beethoven\Symphony_n7_3mov.npz,16481
beethoven,Symphony_n7_4mov.mid,processed\lstm\beethoven\Symphony_n7_4mov.npz,25970
beethoven,Symphony_op125_n9_1mov_Choral.mid,processed\lstm\beethoven\Symphony_op125_n9_1mov_Choral.npz,29473
beethoven,Symphony_op125_n9_2mov_Choral.mid,processed\lstm\beethoven\Symphony_op125_n9_2mov_Choral.npz,34356
beethoven,Symphony_op125_n9_3mov_Choral.mid,processed\lstm\beethoven\Symphony_op125_n9_3mov_Choral.npz,8498
beethoven,Symphony_op125_n9_4mov_Choral.mid,processed\lstm\beethoven\Symphony_op125_n9_4mov_Choral.npz,46897
beethoven,Symphony_op68_n6_Pastorale.mid,processed\lstm\beethoven\Symphony_op68_n6_Pastorale.npz,44853
beethoven,Symphony_op68_n6_1mov_Pastorale.mid,processed\lstm\beethoven\Symphony_op68_n6_1mov_Pastorale.npz,16013
beethoven,Symphony_op68_n6_2mov_Pastorale.mid,processed\lstm\beethoven\Symphony_op68_n6_2mov_Pastorale.npz,13613
beethoven,Symphony_op68_n6_3mov_Pastorale.mid,processed\lstm\beethoven\Symphony_op68_n6_3mov_Pastorale.npz,32982
beethoven,Symphony_op93_n8_1mov.mid,processed\lstm\beethoven\Symphony_op93_n8_1mov.npz,19577
beethoven,Symphony_op93_n8_2mov.mid,processed\lstm\beethoven\Symphony_op93_n8_2mov.npz,5730
beethoven,Symphony_op93_n8_3mov.mid,processed\lstm\beethoven\Symphony_op93_n8_3mov.npz,5930
beethoven,Symphony_op93_n8_4mov.mid,processed\lstm\beethoven\Symphony_op93_n8_4mov.npz,20768
beethoven,Violin_Concerto_op61_1mov.mid,processed\lstm\beethoven\Violin_Concerto_op61_1mov.npz,19880
beethoven,Violin_Concerto_op61_2-3movs.mid,processed\lstm\beethoven\Violin_Concerto_op61_2-3movs.npz,13628
beethoven,WoO010_Six_Menuets_for_Orchestra.mid,processed\lstm\beethoven\WoO010_Six_Menuets_for_Orchestra.npz,4482
beethoven,WoO048_Rondo.mid,processed\lstm\beethoven\WoO048_Rondo.npz,1203
beethoven,WoO049_Rondo.mid,processed\lstm\beethoven\WoO049_Rondo.npz,1187
beethoven,WoO051_Sonatina_1-2_movs.mid,processed\lstm\beethoven\WoO051_Sonatina_1-2_movs.npz,2998
beethoven,WoO052_Bagatella.mid,processed\lstm\beethoven\WoO052_Bagatella.npz,4066
